CHa_10_T0_H_TWS035_10,group1
CHa_12_T0_H_TWS035_04,group1
CHa_14_T0_H_TWS035_05,group1
CHa_17_T0_H_TWS009_01,group1
CHa_17_T1_H_TWS009_02,group1
CHa_19_T0_H_TWS009_03,group1
CHa_19_T1_H_TWS009_04,group1
CHa_21_T0_H_TWS036_08,group1
CHa_22_T0_H_TWS035_09,group1
CHa_25_T0_H_TWS035_08,group1
CHa_30_T1_H_TWS009_05,group1
CHa_31_T0_H_TWS035_07,group1
CHa_31_T1_H_TWS009_06,group1
CHa_4_T0_H_TWS035_01,group1
CHa_5_T0_H_TWS035_02,group1
CHa_6_T0_H_TWS036_06,group1
CHa_7_T0_H_TWS036_07,group1
CHa_9_T0_H_TWS035_03,group1
SP001_B0_1_H_1,group1
SP001_B1_1_H_1,group1
SP002_B0_1_H_1,group1
SP002_B1_1_H_1,group1
SP003_B0_1_H_1,group1
SP003_B1_1_H_1,group1
SP004_B0_1_H_1,group1
SP004_B1_1_H_1,group1
SP005_B0_1_H_1,group1
SP005_B1_1_H_1,group1
SP006_B0_1_H,group1
SP006_B1_1_H,group1
SP007_B0_1_H_1,group1
SP007_B1_1_H_1,group1
SP008_B0_1_H,group1
SP008_B1_1_H,group1
SP009_B0_1_H,group1
SP009_B1_1_H,group1
SP010_B0_1_H_1,group1
SP010_B1_1_H_1,group1
SP011_B0_1_H_1,group1
SP012_B0_1_H_1,group1
SP013_B0_1_H_1,group1
SP014_B0_1_H_1,group1
